date,idxSubject,idxCategory,idxCd,idxNm,share,value,qtyUnit,currency
2011-09-23,marketIdx,SCFI,USWC,USWC(Base port),0.2,1589,F,USD
2011-09-30,marketIdx,SCFI,USWC,USWC(Base port),0.2,1556,F,USD
2011-10-07,marketIdx,SCFI,USWC,USWC(Base port),0.2,1525.5,F,USD
2011-10-14,marketIdx,SCFI,USWC,USWC(Base port),0.2,1495,F,USD
2011-10-21,marketIdx,SCFI,USWC,USWC(Base port),0.2,1486,F,USD
2011-10-28,marketIdx,SCFI,USWC,USWC(Base port),0.2,1494,F,USD
2011-11-04,marketIdx,SCFI,USWC,USWC(Base port),0.2,1500,F,USD
2011-11-11,marketIdx,SCFI,USWC,USWC(Base port),0.2,1481,F,USD
2011-11-18,marketIdx,SCFI,USWC,USWC(Base port),0.2,1460,F,USD
2011-11-25,marketIdx,SCFI,USWC,USWC(Base port),0.2,1435,F,USD
2011-12-02,marketIdx,SCFI,USWC,USWC(Base port),0.2,1426,F,USD
2011-12-09,marketIdx,SCFI,USWC,USWC(Base port),0.2,1419,F,USD
2011-12-16,marketIdx,SCFI,USWC,USWC(Base port),0.2,1418,F,USD
2011-12-23,marketIdx,SCFI,USWC,USWC(Base port),0.2,1424,F,USD
2011-12-30,marketIdx,SCFI,USWC,USWC(Base port),0.2,1692,F,USD
2012-01-06,marketIdx,SCFI,USWC,USWC(Base port),0.2,1813,F,USD
2012-01-13,marketIdx,SCFI,USWC,USWC(Base port),0.2,1822,F,USD
2012-01-20,marketIdx,SCFI,USWC,USWC(Base port),0.2,1825,F,USD
2012-01-26,marketIdx,SCFI,USWC,USWC(Base port),0.2,1822,F,USD
2012-02-03,marketIdx,SCFI,USWC,USWC(Base port),0.2,1819,F,USD
2012-02-10,marketIdx,SCFI,USWC,USWC(Base port),0.2,1824,F,USD
2012-02-17,marketIdx,SCFI,USWC,USWC(Base port),0.2,1798,F,USD
2012-02-24,marketIdx,SCFI,USWC,USWC(Base port),0.2,1774,F,USD
2012-03-02,marketIdx,SCFI,USWC,USWC(Base port),0.2,1759,F,USD
2012-03-09,marketIdx,SCFI,USWC,USWC(Base port),0.2,1753,F,USD
2012-03-16,marketIdx,SCFI,USWC,USWC(Base port),0.2,1992,F,USD
2012-03-23,marketIdx,SCFI,USWC,USWC(Base port),0.2,2021,F,USD
2012-03-30,marketIdx,SCFI,USWC,USWC(Base port),0.2,2031,F,USD
2012-04-06,marketIdx,SCFI,USWC,USWC(Base port),0.2,2028,F,USD
2012-04-13,marketIdx,SCFI,USWC,USWC(Base port),0.2,2285,F,USD
2012-04-20,marketIdx,SCFI,USWC,USWC(Base port),0.2,2415,F,USD
2012-04-27,marketIdx,SCFI,USWC,USWC(Base port),0.2,2414,F,USD
2012-05-04,marketIdx,SCFI,USWC,USWC(Base port),0.2,2412,F,USD
2012-05-11,marketIdx,SCFI,USWC,USWC(Base port),0.2,2393,F,USD
2012-05-18,marketIdx,SCFI,USWC,USWC(Base port),0.2,2330,F,USD
2012-05-25,marketIdx,SCFI,USWC,USWC(Base port),0.2,2333,F,USD
2012-06-01,marketIdx,SCFI,USWC,USWC(Base port),0.2,2325,F,USD
2012-06-08,marketIdx,SCFI,USWC,USWC(Base port),0.2,2658,F,USD
2012-06-15,marketIdx,SCFI,USWC,USWC(Base port),0.2,2739,F,USD
2012-06-21,marketIdx,SCFI,USWC,USWC(Base port),0.2,2678,F,USD
2012-06-29,marketIdx,SCFI,USWC,USWC(Base port),0.2,2571,F,USD
2012-07-06,marketIdx,SCFI,USWC,USWC(Base port),0.2,2561,F,USD
2012-07-13,marketIdx,SCFI,USWC,USWC(Base port),0.2,2476,F,USD
2012-07-20,marketIdx,SCFI,USWC,USWC(Base port),0.2,2389,F,USD
2012-07-27,marketIdx,SCFI,USWC,USWC(Base port),0.2,2368,F,USD
2012-08-03,marketIdx,SCFI,USWC,USWC(Base port),0.2,2671,F,USD
2012-08-10,marketIdx,SCFI,USWC,USWC(Base port),0.2,2782,F,USD
2012-08-17,marketIdx,SCFI,USWC,USWC(Base port),0.2,2683,F,USD
2012-08-24,marketIdx,SCFI,USWC,USWC(Base port),0.2,2568,F,USD
2012-08-31,marketIdx,SCFI,USWC,USWC(Base port),0.2,2485,F,USD
2012-09-07,marketIdx,SCFI,USWC,USWC(Base port),0.2,2490,F,USD
2012-09-14,marketIdx,SCFI,USWC,USWC(Base port),0.2,2711,F,USD
2012-09-21,marketIdx,SCFI,USWC,USWC(Base port),0.2,2727,F,USD
2012-09-28,marketIdx,SCFI,USWC,USWC(Base port),0.2,2730,F,USD
2012-10-04,marketIdx,SCFI,USWC,USWC(Base port),0.2,2661,F,USD
2012-10-12,marketIdx,SCFI,USWC,USWC(Base port),0.2,2592,F,USD
2012-10-19,marketIdx,SCFI,USWC,USWC(Base port),0.2,2510,F,USD
2012-10-26,marketIdx,SCFI,USWC,USWC(Base port),0.2,2476,F,USD
2012-11-02,marketIdx,SCFI,USWC,USWC(Base port),0.2,2408,F,USD
2012-11-09,marketIdx,SCFI,USWC,USWC(Base port),0.2,2310,F,USD
2012-11-16,marketIdx,SCFI,USWC,USWC(Base port),0.2,2224,F,USD
2012-11-23,marketIdx,SCFI,USWC,USWC(Base port),0.2,2089,F,USD
2012-11-30,marketIdx,SCFI,USWC,USWC(Base port),0.2,2046,F,USD
2012-12-07,marketIdx,SCFI,USWC,USWC(Base port),0.2,2019,F,USD
2012-12-14,marketIdx,SCFI,USWC,USWC(Base port),0.2,2199,F,USD
2012-12-21,marketIdx,SCFI,USWC,USWC(Base port),0.2,2231,F,USD
2012-12-28,marketIdx,SCFI,USWC,USWC(Base port),0.2,2223,F,USD
2013-01-04,marketIdx,SCFI,USWC,USWC(Base port),0.2,2221,F,USD
2013-01-11,marketIdx,SCFI,USWC,USWC(Base port),0.2,2341,F,USD
2013-01-18,marketIdx,SCFI,USWC,USWC(Base port),0.2,2520,F,USD
2013-01-25,marketIdx,SCFI,USWC,USWC(Base port),0.2,2497,F,USD
2013-02-01,marketIdx,SCFI,USWC,USWC(Base port),0.2,2475,F,USD
2013-02-08,marketIdx,SCFI,USWC,USWC(Base port),0.2,2445,F,USD
2013-02-15,marketIdx,SCFI,USWC,USWC(Base port),0.2,2404.5,F,USD
2013-02-22,marketIdx,SCFI,USWC,USWC(Base port),0.2,2364,F,USD
2013-03-01,marketIdx,SCFI,USWC,USWC(Base port),0.2,2287,F,USD
2013-03-08,marketIdx,SCFI,USWC,USWC(Base port),0.2,2189,F,USD
2013-03-15,marketIdx,SCFI,USWC,USWC(Base port),0.2,2122,F,USD
2013-03-22,marketIdx,SCFI,USWC,USWC(Base port),0.2,2104,F,USD
2013-03-29,marketIdx,SCFI,USWC,USWC(Base port),0.2,2264,F,USD
2013-04-03,marketIdx,SCFI,USWC,USWC(Base port),0.2,2302,F,USD
2013-04-12,marketIdx,SCFI,USWC,USWC(Base port),0.2,2226,F,USD
2013-04-19,marketIdx,SCFI,USWC,USWC(Base port),0.2,2171,F,USD
2013-04-26,marketIdx,SCFI,USWC,USWC(Base port),0.2,2102,F,USD
2013-05-03,marketIdx,SCFI,USWC,USWC(Base port),0.2,2067,F,USD
2013-05-10,marketIdx,SCFI,USWC,USWC(Base port),0.2,1997,F,USD
2013-05-17,marketIdx,SCFI,USWC,USWC(Base port),0.2,2012,F,USD
2013-05-24,marketIdx,SCFI,USWC,USWC(Base port),0.2,2093,F,USD
2013-05-31,marketIdx,SCFI,USWC,USWC(Base port),0.2,2008,F,USD
2013-06-07,marketIdx,SCFI,USWC,USWC(Base port),0.2,1949,F,USD
2013-06-14,marketIdx,SCFI,USWC,USWC(Base port),0.2,1881,F,USD
2013-06-21,marketIdx,SCFI,USWC,USWC(Base port),0.2,1845,F,USD
2013-06-28,marketIdx,SCFI,USWC,USWC(Base port),0.2,2114,F,USD
2013-07-05,marketIdx,SCFI,USWC,USWC(Base port),0.2,2131,F,USD
2013-07-12,marketIdx,SCFI,USWC,USWC(Base port),0.2,2043,F,USD
2013-07-19,marketIdx,SCFI,USWC,USWC(Base port),0.2,1979,F,USD
2013-07-26,marketIdx,SCFI,USWC,USWC(Base port),0.2,1942,F,USD
2013-08-02,marketIdx,SCFI,USWC,USWC(Base port),0.2,2069,F,USD
2013-08-09,marketIdx,SCFI,USWC,USWC(Base port),0.2,1994,F,USD
2013-08-16,marketIdx,SCFI,USWC,USWC(Base port),0.2,1941,F,USD
2013-08-23,marketIdx,SCFI,USWC,USWC(Base port),0.2,1889,F,USD
2013-08-30,marketIdx,SCFI,USWC,USWC(Base port),0.2,1965,F,USD
2013-09-06,marketIdx,SCFI,USWC,USWC(Base port),0.2,1989,F,USD
2013-09-13,marketIdx,SCFI,USWC,USWC(Base port),0.2,1916,F,USD
2013-09-18,marketIdx,SCFI,USWC,USWC(Base port),0.2,1891,F,USD
2013-09-27,marketIdx,SCFI,USWC,USWC(Base port),0.2,1837,F,USD
2013-10-04,marketIdx,SCFI,USWC,USWC(Base port),0.2,1805,F,USD
2013-10-11,marketIdx,SCFI,USWC,USWC(Base port),0.2,1773,F,USD
2013-10-18,marketIdx,SCFI,USWC,USWC(Base port),0.2,1739,F,USD
2013-10-25,marketIdx,SCFI,USWC,USWC(Base port),0.2,1731,F,USD
2013-11-01,marketIdx,SCFI,USWC,USWC(Base port),0.2,1724,F,USD
2013-11-08,marketIdx,SCFI,USWC,USWC(Base port),0.2,1718,F,USD
2013-11-15,marketIdx,SCFI,USWC,USWC(Base port),0.2,1885,F,USD
2013-11-22,marketIdx,SCFI,USWC,USWC(Base port),0.2,1849,F,USD
2013-11-29,marketIdx,SCFI,USWC,USWC(Base port),0.2,1768,F,USD
2013-12-06,marketIdx,SCFI,USWC,USWC(Base port),0.2,1717,F,USD
2013-12-13,marketIdx,SCFI,USWC,USWC(Base port),0.2,1700,F,USD
2013-12-20,marketIdx,SCFI,USWC,USWC(Base port),0.2,1814,F,USD
2013-12-27,marketIdx,SCFI,USWC,USWC(Base port),0.2,1803,F,USD
2014-01-03,marketIdx,SCFI,USWC,USWC(Base port),0.2,1815,F,USD
2014-01-10,marketIdx,SCFI,USWC,USWC(Base port),0.2,1866,F,USD
2014-01-17,marketIdx,SCFI,USWC,USWC(Base port),0.2,2111,F,USD
2014-01-24,marketIdx,SCFI,USWC,USWC(Base port),0.2,2110,F,USD
2014-01-30,marketIdx,SCFI,USWC,USWC(Base port),0.2,2108,F,USD
2014-02-07,marketIdx,SCFI,USWC,USWC(Base port),0.2,2108,F,USD
2014-02-14,marketIdx,SCFI,USWC,USWC(Base port),0.2,2041,F,USD
2014-02-21,marketIdx,SCFI,USWC,USWC(Base port),0.2,1945,F,USD
2014-02-28,marketIdx,SCFI,USWC,USWC(Base port),0.2,1852,F,USD
2014-03-07,marketIdx,SCFI,USWC,USWC(Base port),0.2,1784,F,USD
2014-03-14,marketIdx,SCFI,USWC,USWC(Base port),0.2,1931,F,USD
2014-03-21,marketIdx,SCFI,USWC,USWC(Base port),0.2,1865,F,USD
2014-03-28,marketIdx,SCFI,USWC,USWC(Base port),0.2,1824,F,USD
2014-04-04,marketIdx,SCFI,USWC,USWC(Base port),0.2,1808,F,USD
2014-04-11,marketIdx,SCFI,USWC,USWC(Base port),0.2,1872,F,USD
2014-04-18,marketIdx,SCFI,USWC,USWC(Base port),0.2,1923,F,USD
2014-04-25,marketIdx,SCFI,USWC,USWC(Base port),0.2,1922,F,USD
2014-04-30,marketIdx,SCFI,USWC,USWC(Base port),0.2,1913,F,USD
2014-05-09,marketIdx,SCFI,USWC,USWC(Base port),0.2,1907,F,USD
2014-05-16,marketIdx,SCFI,USWC,USWC(Base port),0.2,1987,F,USD
2014-05-23,marketIdx,SCFI,USWC,USWC(Base port),0.2,1923,F,USD
2014-05-30,marketIdx,SCFI,USWC,USWC(Base port),0.2,1865,F,USD
2014-06-06,marketIdx,SCFI,USWC,USWC(Base port),0.2,1802,F,USD
2014-06-13,marketIdx,SCFI,USWC,USWC(Base port),0.2,1761,F,USD
2014-06-20,marketIdx,SCFI,USWC,USWC(Base port),0.2,1720,F,USD
2014-06-27,marketIdx,SCFI,USWC,USWC(Base port),0.2,1769,F,USD
2014-07-04,marketIdx,SCFI,USWC,USWC(Base port),0.2,1841,F,USD
2014-07-11,marketIdx,SCFI,USWC,USWC(Base port),0.2,1824,F,USD
2014-07-18,marketIdx,SCFI,USWC,USWC(Base port),0.2,1783,F,USD
2014-07-25,marketIdx,SCFI,USWC,USWC(Base port),0.2,1765,F,USD
2014-08-01,marketIdx,SCFI,USWC,USWC(Base port),0.2,2198,F,USD
2014-08-08,marketIdx,SCFI,USWC,USWC(Base port),0.2,2189,F,USD
2014-08-15,marketIdx,SCFI,USWC,USWC(Base port),0.2,2109,F,USD
2014-08-22,marketIdx,SCFI,USWC,USWC(Base port),0.2,2044,F,USD
2014-08-29,marketIdx,SCFI,USWC,USWC(Base port),0.2,2178,F,USD
2014-09-05,marketIdx,SCFI,USWC,USWC(Base port),0.2,2304,F,USD
2014-09-12,marketIdx,SCFI,USWC,USWC(Base port),0.2,2195,F,USD
2014-09-19,marketIdx,SCFI,USWC,USWC(Base port),0.2,2086,F,USD
2014-09-26,marketIdx,SCFI,USWC,USWC(Base port),0.2,1930,F,USD
2014-10-03,marketIdx,SCFI,USWC,USWC(Base port),0.2,1910.5,F,USD
2014-10-10,marketIdx,SCFI,USWC,USWC(Base port),0.2,1891,F,USD
2014-10-17,marketIdx,SCFI,USWC,USWC(Base port),0.2,2139,F,USD
2014-10-24,marketIdx,SCFI,USWC,USWC(Base port),0.2,2109,F,USD
2014-10-31,marketIdx,SCFI,USWC,USWC(Base port),0.2,1988,F,USD
2014-11-07,marketIdx,SCFI,USWC,USWC(Base port),0.2,1927,F,USD
2014-11-14,marketIdx,SCFI,USWC,USWC(Base port),0.2,2090,F,USD
2014-11-21,marketIdx,SCFI,USWC,USWC(Base port),0.2,2158,F,USD
2014-11-28,marketIdx,SCFI,USWC,USWC(Base port),0.2,1905,F,USD
2014-12-05,marketIdx,SCFI,USWC,USWC(Base port),0.2,1825,F,USD
2014-12-12,marketIdx,SCFI,USWC,USWC(Base port),0.2,2259,F,USD
2014-12-19,marketIdx,SCFI,USWC,USWC(Base port),0.2,2242,F,USD
2014-12-26,marketIdx,SCFI,USWC,USWC(Base port),0.2,2125,F,USD
2014-12-31,marketIdx,SCFI,USWC,USWC(Base port),0.2,2058,F,USD
2015-01-09,marketIdx,SCFI,USWC,USWC(Base port),0.2,1930,F,USD
2015-01-16,marketIdx,SCFI,USWC,USWC(Base port),0.2,2089,F,USD
2015-01-23,marketIdx,SCFI,USWC,USWC(Base port),0.2,2063,F,USD
2015-01-30,marketIdx,SCFI,USWC,USWC(Base port),0.2,1979,F,USD
2015-02-06,marketIdx,SCFI,USWC,USWC(Base port),0.2,2242,F,USD
2015-02-13,marketIdx,SCFI,USWC,USWC(Base port),0.2,2265,F,USD
2015-02-20,marketIdx,SCFI,USWC,USWC(Base port),0.2,2137,F,USD
2015-02-27,marketIdx,SCFI,USWC,USWC(Base port),0.2,2009,F,USD
2015-03-06,marketIdx,SCFI,USWC,USWC(Base port),0.2,1921,F,USD
2015-03-13,marketIdx,SCFI,USWC,USWC(Base port),0.2,1835,F,USD
2015-03-20,marketIdx,SCFI,USWC,USWC(Base port),0.2,1748,F,USD
2015-03-27,marketIdx,SCFI,USWC,USWC(Base port),0.2,1701,F,USD
2015-04-03,marketIdx,SCFI,USWC,USWC(Base port),0.2,1635,F,USD
2015-04-10,marketIdx,SCFI,USWC,USWC(Base port),0.2,1932,F,USD
2015-04-17,marketIdx,SCFI,USWC,USWC(Base port),0.2,1623,F,USD
2015-04-24,marketIdx,SCFI,USWC,USWC(Base port),0.2,1596,F,USD
2015-04-30,marketIdx,SCFI,USWC,USWC(Base port),0.2,1783,F,USD
2015-05-08,marketIdx,SCFI,USWC,USWC(Base port),0.2,1647,F,USD
2015-05-15,marketIdx,SCFI,USWC,USWC(Base port),0.2,1519,F,USD
2015-05-22,marketIdx,SCFI,USWC,USWC(Base port),0.2,1412,F,USD
2015-05-29,marketIdx,SCFI,USWC,USWC(Base port),0.2,1526,F,USD
2015-06-05,marketIdx,SCFI,USWC,USWC(Base port),0.2,1447,F,USD
2015-06-12,marketIdx,SCFI,USWC,USWC(Base port),0.2,1341,F,USD
2015-06-19,marketIdx,SCFI,USWC,USWC(Base port),0.2,1268,F,USD
2015-06-26,marketIdx,SCFI,USWC,USWC(Base port),0.2,1229,F,USD
2015-07-03,marketIdx,SCFI,USWC,USWC(Base port),0.2,1421,F,USD
2015-07-10,marketIdx,SCFI,USWC,USWC(Base port),0.2,1280,F,USD
2015-07-17,marketIdx,SCFI,USWC,USWC(Base port),0.2,1175,F,USD
2015-07-24,marketIdx,SCFI,USWC,USWC(Base port),0.2,1123,F,USD
2015-07-31,marketIdx,SCFI,USWC,USWC(Base port),0.2,1607,F,USD
2015-08-07,marketIdx,SCFI,USWC,USWC(Base port),0.2,1542,F,USD
2015-08-14,marketIdx,SCFI,USWC,USWC(Base port),0.2,1719,F,USD
2015-08-21,marketIdx,SCFI,USWC,USWC(Base port),0.2,1585,F,USD
2015-08-28,marketIdx,SCFI,USWC,USWC(Base port),0.2,1481,F,USD
2015-09-02,marketIdx,SCFI,USWC,USWC(Base port),0.2,1456,F,USD
2015-09-11,marketIdx,SCFI,USWC,USWC(Base port),0.2,1461,F,USD
2015-09-18,marketIdx,SCFI,USWC,USWC(Base port),0.2,1379,F,USD
2015-09-25,marketIdx,SCFI,USWC,USWC(Base port),0.2,1291,F,USD
2015-10-09,marketIdx,SCFI,USWC,USWC(Base port),0.2,1197,F,USD
2015-10-16,marketIdx,SCFI,USWC,USWC(Base port),0.2,1377,F,USD
2015-10-23,marketIdx,SCFI,USWC,USWC(Base port),0.2,1166,F,USD
2015-10-30,marketIdx,SCFI,USWC,USWC(Base port),0.2,1363,F,USD
2015-11-06,marketIdx,SCFI,USWC,USWC(Base port),0.2,1102,F,USD
2015-11-13,marketIdx,SCFI,USWC,USWC(Base port),0.2,1009,F,USD
2015-11-20,marketIdx,SCFI,USWC,USWC(Base port),0.2,922,F,USD
2015-11-27,marketIdx,SCFI,USWC,USWC(Base port),0.2,936,F,USD
2015-12-04,marketIdx,SCFI,USWC,USWC(Base port),0.2,891,F,USD
2015-12-11,marketIdx,SCFI,USWC,USWC(Base port),0.2,816,F,USD
2015-12-18,marketIdx,SCFI,USWC,USWC(Base port),0.2,768,F,USD
2015-12-25,marketIdx,SCFI,USWC,USWC(Base port),0.2,766,F,USD
2015-12-31,marketIdx,SCFI,USWC,USWC(Base port),0.2,1518,F,USD
2016-01-08,marketIdx,SCFI,USWC,USWC(Base port),0.2,1498,F,USD
2016-01-15,marketIdx,SCFI,USWC,USWC(Base port),0.2,1417,F,USD
2016-01-22,marketIdx,SCFI,USWC,USWC(Base port),0.2,1377,F,USD
2016-01-29,marketIdx,SCFI,USWC,USWC(Base port),0.2,1388,F,USD
2016-02-05,marketIdx,SCFI,USWC,USWC(Base port),0.2,1321,F,USD
2016-02-12,marketIdx,SCFI,USWC,USWC(Base port),0.2,1195.5,F,USD
2016-02-19,marketIdx,SCFI,USWC,USWC(Base port),0.2,1070,F,USD
2016-02-26,marketIdx,SCFI,USWC,USWC(Base port),0.2,1005,F,USD
2016-03-04,marketIdx,SCFI,USWC,USWC(Base port),0.2,884,F,USD
2016-03-11,marketIdx,SCFI,USWC,USWC(Base port),0.2,810,F,USD
2016-03-18,marketIdx,SCFI,USWC,USWC(Base port),0.2,761,F,USD
2016-03-25,marketIdx,SCFI,USWC,USWC(Base port),0.2,748,F,USD
2016-04-01,marketIdx,SCFI,USWC,USWC(Base port),0.2,922,F,USD
2016-04-08,marketIdx,SCFI,USWC,USWC(Base port),0.2,849,F,USD
2016-04-15,marketIdx,SCFI,USWC,USWC(Base port),0.2,770,F,USD
2016-04-22,marketIdx,SCFI,USWC,USWC(Base port),0.2,725,F,USD
2016-04-29,marketIdx,SCFI,USWC,USWC(Base port),0.2,857,F,USD
2016-05-06,marketIdx,SCFI,USWC,USWC(Base port),0.2,863,F,USD
2016-05-13,marketIdx,SCFI,USWC,USWC(Base port),0.2,818,F,USD
2016-05-20,marketIdx,SCFI,USWC,USWC(Base port),0.2,753,F,USD
2016-05-27,marketIdx,SCFI,USWC,USWC(Base port),0.2,788,F,USD
2016-06-03,marketIdx,SCFI,USWC,USWC(Base port),0.2,852,F,USD
2016-06-08,marketIdx,SCFI,USWC,USWC(Base port),0.2,811,F,USD
2016-06-17,marketIdx,SCFI,USWC,USWC(Base port),0.2,770,F,USD
2016-06-24,marketIdx,SCFI,USWC,USWC(Base port),0.2,753,F,USD
2016-07-01,marketIdx,SCFI,USWC,USWC(Base port),0.2,1209,F,USD
2016-07-08,marketIdx,SCFI,USWC,USWC(Base port),0.2,1166,F,USD
2016-07-15,marketIdx,SCFI,USWC,USWC(Base port),0.2,1421,F,USD
2016-07-22,marketIdx,SCFI,USWC,USWC(Base port),0.2,1296,F,USD
2016-07-29,marketIdx,SCFI,USWC,USWC(Base port),0.2,1322,F,USD
2016-08-05,marketIdx,SCFI,USWC,USWC(Base port),0.2,1277,F,USD
2016-08-12,marketIdx,SCFI,USWC,USWC(Base port),0.2,1225,F,USD
2016-08-19,marketIdx,SCFI,USWC,USWC(Base port),0.2,1159,F,USD
2016-08-26,marketIdx,SCFI,USWC,USWC(Base port),0.2,1153,F,USD
2016-09-02,marketIdx,SCFI,USWC,USWC(Base port),0.2,1746,F,USD
2016-09-09,marketIdx,SCFI,USWC,USWC(Base port),0.2,1749,F,USD
2016-09-16,marketIdx,SCFI,USWC,USWC(Base port),0.2,1742,F,USD
2016-09-23,marketIdx,SCFI,USWC,USWC(Base port),0.2,1726,F,USD
2016-09-30,marketIdx,SCFI,USWC,USWC(Base port),0.2,1686,F,USD
2016-10-07,marketIdx,SCFI,USWC,USWC(Base port),0.2,1800,F,USD
2016-10-14,marketIdx,SCFI,USWC,USWC(Base port),0.2,1914,F,USD
2016-10-21,marketIdx,SCFI,USWC,USWC(Base port),0.2,1917,F,USD
2016-10-28,marketIdx,SCFI,USWC,USWC(Base port),0.2,2034,F,USD
2016-11-04,marketIdx,SCFI,USWC,USWC(Base port),0.2,1990,F,USD
2016-11-11,marketIdx,SCFI,USWC,USWC(Base port),0.2,1809,F,USD
2016-11-18,marketIdx,SCFI,USWC,USWC(Base port),0.2,1687,F,USD
2016-11-25,marketIdx,SCFI,USWC,USWC(Base port),0.2,1528,F,USD
2016-12-02,marketIdx,SCFI,USWC,USWC(Base port),0.2,1456,F,USD
2016-12-09,marketIdx,SCFI,USWC,USWC(Base port),0.2,1382,F,USD
2016-12-16,marketIdx,SCFI,USWC,USWC(Base port),0.2,1608,F,USD
2016-12-23,marketIdx,SCFI,USWC,USWC(Base port),0.2,1541,F,USD
2016-12-30,marketIdx,SCFI,USWC,USWC(Base port),0.2,1923,F,USD
2017-01-06,marketIdx,SCFI,USWC,USWC(Base port),0.2,2082,F,USD
2017-01-13,marketIdx,SCFI,USWC,USWC(Base port),0.2,2211,F,USD
2017-01-20,marketIdx,SCFI,USWC,USWC(Base port),0.2,2167,F,USD
2017-01-26,marketIdx,SCFI,USWC,USWC(Base port),0.2,2106,F,USD
2017-02-03,marketIdx,SCFI,USWC,USWC(Base port),0.2,2092,F,USD
2017-02-10,marketIdx,SCFI,USWC,USWC(Base port),0.2,1964,F,USD
2017-02-17,marketIdx,SCFI,USWC,USWC(Base port),0.2,1771,F,USD
2017-02-24,marketIdx,SCFI,USWC,USWC(Base port),0.2,1650,F,USD
2017-03-03,marketIdx,SCFI,USWC,USWC(Base port),0.2,1496,F,USD
2017-03-10,marketIdx,SCFI,USWC,USWC(Base port),0.2,1424,F,USD
2017-03-17,marketIdx,SCFI,USWC,USWC(Base port),0.2,1338,F,USD
2017-03-24,marketIdx,SCFI,USWC,USWC(Base port),0.2,1288,F,USD
2017-03-31,marketIdx,SCFI,USWC,USWC(Base port),0.2,1479,F,USD
2017-04-07,marketIdx,SCFI,USWC,USWC(Base port),0.2,1375,F,USD
2017-04-14,marketIdx,SCFI,USWC,USWC(Base port),0.2,1357,F,USD
2017-04-21,marketIdx,SCFI,USWC,USWC(Base port),0.2,1326,F,USD
2017-04-28,marketIdx,SCFI,USWC,USWC(Base port),0.2,1606,F,USD
2017-05-05,marketIdx,SCFI,USWC,USWC(Base port),0.2,1555,F,USD
2017-05-12,marketIdx,SCFI,USWC,USWC(Base port),0.2,1432,F,USD
2017-05-19,marketIdx,SCFI,USWC,USWC(Base port),0.2,1310,F,USD
2017-05-26,marketIdx,SCFI,USWC,USWC(Base port),0.2,1264,F,USD
2017-06-02,marketIdx,SCFI,USWC,USWC(Base port),0.2,1413,F,USD
2017-06-09,marketIdx,SCFI,USWC,USWC(Base port),0.2,1277,F,USD
2017-06-16,marketIdx,SCFI,USWC,USWC(Base port),0.2,1146,F,USD
2017-06-23,marketIdx,SCFI,USWC,USWC(Base port),0.2,1092,F,USD
2017-06-30,marketIdx,SCFI,USWC,USWC(Base port),0.2,1378,F,USD
2017-07-07,marketIdx,SCFI,USWC,USWC(Base port),0.2,1333,F,USD
2017-07-14,marketIdx,SCFI,USWC,USWC(Base port),0.2,1265,F,USD
2017-07-21,marketIdx,SCFI,USWC,USWC(Base port),0.2,1226,F,USD
2017-07-28,marketIdx,SCFI,USWC,USWC(Base port),0.2,1687,F,USD
2017-08-04,marketIdx,SCFI,USWC,USWC(Base port),0.2,1661,F,USD
2017-08-11,marketIdx,SCFI,USWC,USWC(Base port),0.2,1641,F,USD
2017-08-18,marketIdx,SCFI,USWC,USWC(Base port),0.2,1659,F,USD
2017-08-25,marketIdx,SCFI,USWC,USWC(Base port),0.2,1541,F,USD
2017-09-01,marketIdx,SCFI,USWC,USWC(Base port),0.2,1495,F,USD
2017-09-08,marketIdx,SCFI,USWC,USWC(Base port),0.2,1473,F,USD
2017-09-15,marketIdx,SCFI,USWC,USWC(Base port),0.2,1586,F,USD
2017-09-22,marketIdx,SCFI,USWC,USWC(Base port),0.2,1484,F,USD
2017-09-29,marketIdx,SCFI,USWC,USWC(Base port),0.2,1414,F,USD
2017-10-13,marketIdx,SCFI,USWC,USWC(Base port),0.2,1367,F,USD
2017-10-20,marketIdx,SCFI,USWC,USWC(Base port),0.2,1366,F,USD
2017-10-27,marketIdx,SCFI,USWC,USWC(Base port),0.2,1512,F,USD
2017-11-03,marketIdx,SCFI,USWC,USWC(Base port),0.2,1548,F,USD
2017-11-10,marketIdx,SCFI,USWC,USWC(Base port),0.2,1411,F,USD
2017-11-17,marketIdx,SCFI,USWC,USWC(Base port),0.2,1249,F,USD
2017-11-24,marketIdx,SCFI,USWC,USWC(Base port),0.2,1097,F,USD
2017-12-01,marketIdx,SCFI,USWC,USWC(Base port),0.2,1177,F,USD
2017-12-08,marketIdx,SCFI,USWC,USWC(Base port),0.2,1078,F,USD
2017-12-15,marketIdx,SCFI,USWC,USWC(Base port),0.2,1183,F,USD
2017-12-22,marketIdx,SCFI,USWC,USWC(Base port),0.2,1177,F,USD
2017-12-29,marketIdx,SCFI,USWC,USWC(Base port),0.2,1523,F,USD
2018-01-05,marketIdx,SCFI,USWC,USWC(Base port),0.2,1465,F,USD
2018-01-12,marketIdx,SCFI,USWC,USWC(Base port),0.2,1514,F,USD
2018-01-19,marketIdx,SCFI,USWC,USWC(Base port),0.2,1436,F,USD
2018-01-26,marketIdx,SCFI,USWC,USWC(Base port),0.2,1457,F,USD
2018-02-02,marketIdx,SCFI,USWC,USWC(Base port),0.2,1552,F,USD
2018-02-09,marketIdx,SCFI,USWC,USWC(Base port),0.2,1486,F,USD
