idx,BSE_YW,yyyymmdd,week2
2101,201906,20190209,20196
2102,201907,20190216,20197
2103,201908,20190223,20198
2104,201909,20190302,20199
2105,201910,20190309,201910
2106,201911,20190316,201911
2107,201912,20190323,201912
2108,201913,20190330,201913
2109,201914,20190406,201914
2110,201915,20190413,201915
2111,201916,20190420,201916
2112,201917,20190427,201917
2113,201918,20190504,201918
2114,201919,20190511,201919
2115,201920,20190518,201920
2116,201921,20190525,201921
2117,201922,20190601,201922
2118,201923,20190608,201923
2119,201924,20190615,201924
2120,201925,20190622,201925
2121,201926,20190629,201926
2122,201927,20190706,201927
2123,201928,20190713,201928
2124,201929,20190720,201929
2125,201930,20190727,201930
2126,201931,20190803,201931
2127,201932,20190810,201932
2128,201933,20190817,201933
2129,201934,20190824,201934
2130,201935,20190831,201935
2131,201936,20190907,201936
2132,201937,20190914,201937
2133,201938,20190921,201938
2134,201939,20190928,201939
2135,201940,20191005,201940
2136,201941,20191012,201941
2137,201942,20191019,201942
2138,201943,20191026,201943
2139,201944,20191102,201944
2140,201945,20191109,201945
2141,201946,20191116,201946
2142,201947,20191123,201947
2143,201948,20191130,201948
2144,201949,20191207,201949
2145,201950,20191214,201950
2146,201951,20191221,201951
2147,201952,20191228,201952
